date,PM2.5,temperature,humidity,wind_speed
2020-01-01,99.93428306022466,16.42991234597444,57.079540558249775,2.0989583336710376
2020-01-02,87.2347139765763,23.536837198997823,59.037177343372534,1.6962638561898464
2020-01-03,102.95377076201385,19.0463568205349,61.37628726672559,1.7978190036549886
2020-01-04,120.46059712816052,20.93633585136694,63.78360594640016,1.6568604321224578
2020-01-05,85.31693250553329,29.120048830944267,58.256564353170624,1.2836643551301736
2020-01-06,85.3172608610164,36.689331530459846,63.22069774755789,2.072918235107692
2020-01-07,121.58425631014782,27.762700708760867,83.67177086343277,2.292649718258169
2020-01-08,105.34869458305818,16.62881856575371,74.78174528422828,2.2574417980381862
2020-01-09,80.61051228130096,28.112218677540984,73.03731888745345,2.409962626317617
2020-01-10,100.8512008717193,33.37642040651956,53.16690710964194,2.162170105007434
2020-01-11,80.73164614375075,20.731519669764324,46.66138757657514,1.7336372508915483
2020-01-12,80.68540492859486,24.061879833289577,74.3295083735663,2.4198319322155943
2020-01-13,94.83924543132068,25.10281736310438,73.14070188794692,1.3212412300790324
2020-01-14,51.73439510684404,19.50571180842432,82.09006013626473,1.5496643087437598
2020-01-15,55.501643349739346,29.537963036907012,50.94029061046156,1.5178999642883777
2020-01-16,78.75424941518054,24.15336295974553,56.55677016959479,2.540028029569655
2020-01-17,69.74337759331152,27.936727107349196,35.407737562118484,2.471394257070038
2020-01-18,96.28494665190547,18.7875547553853,54.11293340908691,2.243652618522497
2020-01-19,71.83951848957578,21.937791897736126,74.94855765869171,2.5359649326058986
2020-01-20,61.75392597329417,30.0566695047944,53.002569311577034,1.560358608794006
2020-01-21,119.31297537843108,22.39016793535763,69.60719692801236,2.17429755993049
2020-01-22,85.4844739902693,37.088746958633834,57.14245341003283,1.9374127858084178
2020-01-23,91.35056409375848,22.202546700697784,64.86085542332341,2.423441051942457
2020-01-24,61.505036275730866,26.572793080263203,42.78462915276499,1.9423878837239013
2020-01-25,79.11234550949635,31.52813582311163,61.27814174450852,1.8075285557949594
2020-01-26,92.21845179419732,15.071439869468778,15.13296043648915,2.270454259280495
2020-01-27,66.98012845155395,12.67433831613457,57.19655762757023,2.438084583595616
2020-01-28,97.51396036691344,14.320405798009336,35.5429013442729,1.6658274025765991
2020-01-29,77.9872262016239,33.838088723990275,78.08991774820224,1.969462164323812
2020-01-30,84.16612500413447,21.136992978752872,71.66111029146766,1.4707796831791735
2020-01-31,77.96586775541206,42.90739499967776,67.00006472949121,0.7509694912535303
2020-02-01,127.04556369017875,21.05026680939828,82.8150934073907,2.1002298157068644
2020-02-02,89.73005550524132,26.291859122379257,45.766252187627444,2.304452678127316
2020-02-03,68.84578142088199,35.79476966797513,86.21044796873338,2.1310334045433628
